?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/OBA_2058655>	"The amount of a methanethiol oxidase (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/NCBITaxon_9089>		"SNOMEDCT:1161001"
<http://purl.obolibrary.org/obo/UBERON_0002465>	"The lymphatic system in vertebrates is a network of conduits that carry a clear fluid called lymph. It also includes the lymphoid tissue through which the lymph travels. Lymphoid tissue is found in many organs, particularly the lymph nodes, and in the lymphoid follicles associated with the digestive system such as the tonsils. The system also includes all the structures dedicated to the circulation and production of lymphocytes, which includes the spleen, thymus, bone marrow and the lymphoid tissue associated with the digestive system[WP]."	"ZFA:0000385 NCIT:C12746 EMAPA:37664 GAID:931 TAO:0000385 VHOG:0000842 MIAA:0000197 SCTID:362589007 MA:0002435 EHDAA2:0001043 MAT:0000197 UMLS:C0024235 XAO:0003199 Wikipedia:Lymphoid_system FMA:74594 EHDAA:8677"
<http://www.ebi.ac.uk/efo/EFO_0000439>		
<http://purl.obolibrary.org/obo/MONDO_0045043>	"A disease or disorder that involves the broad ligament of uterus."	"SCTID:237062006 UMLS:C0404479 MEDGEN:589074"
<http://purl.obolibrary.org/obo/CHEBI_7575>	"A dihydropyridine that is 1,4-dihydropyridine which is substituted by methyl groups at positions 2 and 6, a (2-methoxyethoxy)carbonyl group at position 3, a <em>m</em>-nitrophenyl group at position 4, and an isopropoxycarbonyl group at position 5. An L-type calcium channel blocker, it acts particularly on cerebral circulation, and is used both orally and intravenously for the prevention and treatment of subarachnoid hemorrhage from ruptured intracranial aneurysm."	"MESH:D009553 drugcentral:1937 pubmed:21869451 CiteXplore:22300914 CiteXplore:12137606 Reaxys:459792 KEGG COMPOUND:C07267 ChEMBL:465248 reaxys:459792 drugbank:DB00393 NCIt:C692 lincs.smallmolecule:LSM-1659 pubmed:8519001 patent:DE2117571 CiteXplore:21869451 SNOMEDCT:387502003 KEGG DRUG:D00438 pubmed:17110283 CiteXplore:16180362 cas:66085-59-4 CiteXplore:17110283 pubmed:16180362 SNOMEDCT:87285001 NIST Chemistry WebBook:66085-59-4 KEGG COMPOUND:66085-59-4 ChemIDplus:66085-59-4 pubmed:12137606 pubmed:22300914 patent:US3799934 kegg.drug:D00438 wikipedia.en:Nimodipine CiteXplore:8519001 pubmed:22262041 kegg.compound:C07267 CiteXplore:22262041"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=23204>	"A protein coding gene KIRREL3 in human."	
<http://purl.obolibrary.org/obo/OBA_2050163>	"The amount of a BDNF/NT-3 growth factors receptor when measured in anatomical entity."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=28233>	"A protein coding gene ANKRD40 in human."	
<http://purl.obolibrary.org/obo/OBA_2044734>	"The amount of a COMM domain-containing protein 8 when measured in blood serum."	
<http://purl.obolibrary.org/obo/MONDO_0100168>		"GARD:0026071 MEDGEN:436434 UMLS:C2675440 DOID:0111349"
<http://purl.obolibrary.org/obo/MONDO_0006795>	"Overactive functioning of the spleen, resulting in excessive destruction of blood cells."	"ICD9:289.4 MESH:D006971 MedDRA:10020769 UMLS:C0020532 GARD:0024476 SCTID:58381000 ICD10CM:D73.1 NANDO:2200637 DOID:6376 icd11.foundation:2093549625 NCIT:C34714 HP:0001971 MEDGEN:9372 EFO:1000975"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=10862>	"A protein coding gene ST3GAL1 in human."	
<http://purl.obolibrary.org/obo/PR_000014747>	"A protein that is a translation product of the human SFRP5 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/MONDO_0004786>	"Cholangitis that is persistent and long-standing."	"UMLS:C0267918 MEDGEN:82765 SCTID:71912000 NCIT:C35335 DOID:9439"
<http://purl.obolibrary.org/obo/NCBITaxon_9088>		"SNOMEDCT:5684003"
<http://purl.obolibrary.org/obo/MONDO_0019653>		"Orphanet:93216"
<http://www.orpha.net/ORDO/Orphanet_289916>		
<http://www.orpha.net/ORDO/Orphanet_1587>		"ICD10:Q93.5 OMIM:613884"
<http://purl.obolibrary.org/obo/OBA_2051164>	"The amount of a band 3 anion transport protein when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/MONDO_0008215>	"A rare, slowly progressive neurological disorder involving central nervous system demyelination, leading to autonomic dysfunction, ataxia and mild cognitive impairment."	"DECIPHER:59 OMIMPS:169500 SCTID:448054001 DOID:0051015 DOID:0060785 GARD:0010587 MEDGEN:356995 MESH:C566813 UMLS:C1868512 Orphanet:99027"
<http://purl.obolibrary.org/obo/PR_000018989>	"An angiopoietin-related protein 7 that has had the signal peptide removed."	
<http://purl.obolibrary.org/obo/MONDO_1040039>	"Any ciliopathy caused by monoallelic, biallelic, or hemizygous variants in the OFD1 gene. This disease is characterized by a broad range of phenotypes including Joubert syndrome, orofaciodigital syndrome, retinitis pigmentosa, and primary ciliary dyskinesia."	"GARD:0028143"
<http://purl.obolibrary.org/obo/PR_000048676>	"A prolyl 4-hydroxylase subunit alpha-1 (human) that has had the signal peptide removed. UniProtKB:P13674, 18-534."	"Reactome:R-HSA-2980917"
<http://purl.obolibrary.org/obo/CHEBI_60645>	"A valine derivative that is valine in which the amino group has been replaced by a hydroxy group."	"reaxys:1721138 cas:4026-18-0 hmdb:HMDB0000407"
<http://www.ebi.ac.uk/efo/EFO_1001106>	"Outgrowths of synovial membrane composed of villi and fibrous nodules characterized histologically by hemosiderin- and lipid-containing macrophages and multinucleated giant cells. It usually occurs in the knee."	"SNOMEDCT:95412009 MESH:D013586 MedDRA:10084212 DOID:2702"
<http://purl.obolibrary.org/obo/MONDO_0021046>	"A benign or malignant biphasic neoplasm that arises from the breast parenchyma. It is characterized by the presence of an epithelial and a mesenchymal (stromal) component. The typical examples are fibroadenoma and phyllodes tumor."	"MEDGEN:267408 NCIT:C40405 ONCOTREE:BFN UMLS:C1511309"
<http://purl.obolibrary.org/obo/HP_0008386>	"Aplasia or developmental hypoplasia of the nail."	"UMLS:C1859077"
<http://dbpedia.org/resource/India>		"GAZ:00002839"
<http://purl.obolibrary.org/obo/NCBITaxon_9925>		"NCIt:C14210 SNOMEDCT:125097000 MESH:D006041"
<http://purl.obolibrary.org/obo/OBA_2041210>	"The amount of a NADH-cytochrome b5 reductase 1 when measured in blood serum."	
<http://purl.obolibrary.org/obo/PR_000001828>	"A protein that is a translation product of the human KLRK1 gene or a 1:1 ortholog thereof."	
<http://www.ebi.ac.uk/efo/EFO_0020504>	"The determination of the amount of interleukin-3 receptor subunit alpha in a sample"	"uniprot:P26951 PMID:28240269"
<http://purl.obolibrary.org/obo/MONDO_0980732>		"OMIMPS:610954"
<http://purl.obolibrary.org/obo/MONDO_0015528>	"A congenital gingival tumor that occurs along the alveolar ridge of the maxilla. It usually affects female infants. The histogenesis is unknown. Morphologically, it is characterized by the presence of large cells with eosinophilic granular cytoplasm. Complete surgical resection is curative."	"icd11.foundation:1616915738 DOID:8303 NCIT:C4675 MEDGEN:83962 GARD:0020016 DOID:7280 MESH:D005887 Orphanet:157826 UMLS:C0376319 SCTID:360525006"
<http://purl.obolibrary.org/obo/PR_000010143>	"A protein that is a translation product of the human MAP4K1 gene or a 1:1 ortholog thereof."	"IUPHARobj:2085"
<http://purl.obolibrary.org/obo/MONDO_0000166>		"OMIMPS:610551"
<http://purl.obolibrary.org/obo/PR_Q9ULA0>	"An aspartyl aminopeptidase that is encoded in the genome of human."	"UniProtKB:Q9ULA0"
<http://www.orpha.net/ORDO/Orphanet_2519>		"UMLS:C2931529 MESH:C537544 ICD10:Q87.8"
<http://purl.obolibrary.org/obo/MONDO_0015051>	"Tubular duplication of the esophagous is a rare congenital malformation where a second structure with individual lumen and stratified squamous mucosa and muscularis mucosa lies within or adjacent to the true esophagus causing dysphagia, nausea, vomiting, retrosternal pain and respiratory problems (stridor and recurrent pneumonia) and usually presenting in children."	"MEDGEN:897945 Orphanet:100048 UMLS:C4274729 GARD:0019745"
<http://purl.obolibrary.org/obo/MONDO_0014842>	"Any autosomal dominant non-syndromic intellectual disability in which the cause of the disease is a mutation in the TBL1XR1 gene."	"MEDGEN:934751 GARD:0025023 DOID:0070071 OMIM:616944 UMLS:C4310784"
<http://purl.obolibrary.org/obo/PR_000019257>	"A C-C motif chemokine 3-like 1 that has had the signal peptide removed."	
<http://purl.obolibrary.org/obo/MONDO_0019656>		"Orphanet:93220"
<http://purl.obolibrary.org/obo/OBA_2053698>	"A compound attribute that is the ratio of amount of GDNF family receptor alpha-1 (human) in blood to amount of spondin-2 (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2081616>	"The amount of a biogenesis of lysosome-related organelles complex 1 subunit 6 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/OBA_2052545>	"The amount of a osteoclast-associated immunoglobulin-like receptor (human) when measured in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/CHEBI_27592>	"A carboxamidine heterocycle obtained by formal condensation of (2<i>S</i>)-2,4-diaminobutanoic acid with acetic acid."	"reaxys:7288977 kegg.compound:C06231 pdb-ccd:4CS wikipedia.en:Ectoine metacyc.compound:ECTOINE cas:96702-03-3"
<http://purl.obolibrary.org/obo/MONDO_0000255>	"A mycosis that involves subcutaneous tissue. There are three general types of subcutaneous mycoses: chromoblastomycosis, mycetoma, and sporotrichosis."	"MEDGEN:1684692 UMLS:C5230306 DOID:0050135"
<http://purl.obolibrary.org/obo/OBA_2056990>	"The amount of a cryptic protein (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0010509>	"Quantification of maleate levels in a sample."	"PMID:23823483"
<http://purl.obolibrary.org/obo/OBA_2057355>	"The amount of a aromatic-L-amino-acid decarboxylase (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=14121>	"A protein coding gene POLR3K in human."	
<http://purl.obolibrary.org/obo/MONDO_0012124>	"Sudden infant death with dysgenesis of the testes (SIDDT) syndrome is a lethal condition in infants with dysgenesis of testes."	"Orphanet:168593 MESH:C563856 GARD:0012382 OMIM:608800 UMLS:C1837371 MEDGEN:332428"
<http://purl.obolibrary.org/obo/OBA_2059496>	"The amount of a carbohydrate sulfotransferase 3 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0004058>	"C. elegans strain described as \"long\"."	
<http://purl.obolibrary.org/obo/PR_Q9UM54>	"A myosin-VI that is encoded in the genome of human."	"UniProtKB:Q9UM54 Reactome:R-HSA-3006694 Reactome:R-HSA-3006692 Reactome:R-HSA-3006691"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1118>	"A protein coding gene BST1 in human."	
<http://purl.obolibrary.org/obo/PR_Q14116>	"An interleukin-18 that is encoded in the genome of human."	"UniProtKB:Q14116 Reactome:R-HSA-449033"
<http://www.ebi.ac.uk/efo/EFO_0009243>	"The determination of the ratio of myeloid cells compared to erythroid cells present in a sample. The measurement may be expressed as a ratio or percentage. [ NCI ]"	"UMLS:C2984931 NCIt:C92242"
<http://purl.obolibrary.org/obo/PR_Q12923>	"A tyrosine-protein phosphatase non-receptor type 13 that is encoded in the genome of human."	"Reactome:R-HSA-8870318 UniProtKB:Q12923"
<http://purl.obolibrary.org/obo/OBA_2042347>	"The amount of a N(6)-adenosine-methyltransferase catalytic subunit METTL3 when measured in blood serum."	
<http://purl.obolibrary.org/obo/PR_000048610>	"A neuroligin-4, X-linked (human) that has had the signal peptide removed. UniProtKB:Q8N0W4, 42-816."	"Reactome:R-HSA-6788645"
<http://www.ebi.ac.uk/efo/EFO_1000680>	"A bullous skin disease characterized by skin lesions and scaring and located_in mucous membranes and located_in skin."	"MONDO:0018746 ORDO:Orphanet_46486 DOID:11656"
<http://www.ebi.ac.uk/efo/EFO_0008115>	"quantification of the amount of ectonucleoside triphosphate diphosphohydrolase 5 in a sample"	
<http://purl.obolibrary.org/obo/MONDO_0011945>	"Fetal Gaucher disease is the perinatal lethal form of Gaucher disease (GD)."	"MESH:C564306 Orphanet:85212 OMIM:608013 MEDGEN:374996 SCTID:870313002 DOID:0110960 UMLS:C1842704 GARD:0010675"
<http://purl.obolibrary.org/obo/OBA_2045005>	"The amount of a syndecan-4 when measured in blood serum."	
<http://purl.obolibrary.org/obo/PR_000016884>	"A protein that is a translation product of the human TYW3 gene or a 1:1 ortholog thereof."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=10850>	"A protein coding gene SHMT1 in human."	
<http://www.ebi.ac.uk/efo/EFO_1000688>		"MedDRA:10013912 Wikipedia:Dyshidrosis DOID:9230"
<http://purl.obolibrary.org/obo/OBA_2042985>	"The amount of a eukaryotic-type peptidyl-prolyl cis-trans isomerase C when measured in blood serum."	
<http://www.orpha.net/ORDO/Orphanet_2518>		"OMIM:616335 OMIM:251270 ICD10:Q87.8"
<http://purl.obolibrary.org/obo/MONDO_0019655>		"Orphanet:93218"
<http://purl.obolibrary.org/obo/MONDO_0018849>	"Dentinogenesis imperfecta (DGI) is a hereditary dentin defect characterized by abnormal dentin structure resulting in abnormal tooth development."	"GARD:0006258 SCTID:196286005 ICD9:520.5 HP:0000703 icd11.foundation:2090257992 UMLS:C0011436 MEDGEN:8313 DOID:4154 MedDRA:10054013 MESH:D003811 Orphanet:49042 NCIT:C84667"
<http://purl.obolibrary.org/obo/PR_000005046>	"A protein that is a translation product of the human CARTPT gene or a 1:1 ortholog thereof."	
<http://www.ebi.ac.uk/efo/EFO_0021139>	"Quantification of the amount of gamma-glutamylisoleucine in a sample."	"PMID:24816252"
<http://purl.obolibrary.org/obo/PR_000001467>	"An intercellular adhesion molecule 1/3 that is a translation product of the human ICAM1 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/PR_000061008>	"A sarcoplasmic reticulum histidine-rich calcium-binding protein (human) that has had the signal peptide removed. UniProtKB:P23327, 29-699."	"Reactome:R-HSA-8956750"
<http://purl.obolibrary.org/obo/MONDO_0006793>	"Disease of the glandular, anterior portion of the pituitary (pituitary gland, anterior) resulting in hypersecretion of adenohypophyseal hormones such as growth hormone; prolactin; thyrotropin; luteinizing hormone; follicle stimulating hormone ; and adrenocorticotropic hormone. Hyperpituitarism usually is caused by a functional adenoma."	"ICD9:253.1 MEDGEN:43783 EFO:1000973 UMLS:C0020506 MESH:D006964 DOID:2444 SCTID:10649000 MedDRA:10020716"
<http://purl.obolibrary.org/obo/UBERON_0001793>		
<http://purl.obolibrary.org/obo/PR_000025662>	"A CD55-like protein that is a translation product of the human CD55 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/MONDO_0019628>	"Rieger's anomaly is a congenital ocular defect caused by anterior segment dysgenesis and is characterized by severe anterior chamber deformity with prominent strands and marked atrophy of the iris stroma, with hole or pseudo-hole formation and corectopia. The term covers the association of these iris and pupil anomalies with the features of AxenfeldBs anomaly."	"MedDRA:10059198 Orphanet:91483 GARD:0016482 UMLS:C0265341 MEDGEN:78558"
<http://purl.obolibrary.org/obo/HP_0000220>	"Inability of velopharyngeal sphincter to sufficiently separate the nasal cavity from the oral cavity during speech."	"UMLS:C0042454 UMLS:C4280669 SNOMEDCT_US:229727006 SNOMEDCT_US:232416001 SNOMEDCT_US:278714002"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=21606>	"A protein coding gene MPC1 in human."	
<http://www.ebi.ac.uk/efo/EFO_0800172>	"Quantification of the amount of carotene diol (3) in a sample."	"PMID:35347128"
<http://purl.obolibrary.org/obo/PR_Q12846>	"A syntaxin-4 that is encoded in the genome of human."	"Reactome:R-HSA-2029044 UniProtKB:Q12846 Reactome:R-HSA-181519 Reactome:R-HSA-114505"
<http://purl.obolibrary.org/obo/OBA_2050909>	"The amount of a survival of motor neuron-related-splicing factor 30 when measured in blood."	"PMID:37794183"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=20983>	"A protein coding gene NECAB1 in human."	
<http://purl.obolibrary.org/obo/MONDO_0005380>	"A none disease characterized by death of bone tissue due to a lack of blood supply."	"EFO:0004259 DOID:0080008 UMLS:C0029445 ICD10WHO:M87 ICD9:733.43 MESH:D010020 ICD9:733.49 MEDGEN:45249 NORD:1537 ICD9:732.3 NCIT:C35476 NCIT:C34880 ICD9:733.41 ICD10CM:M87 ICD9:733.44 icd11.foundation:536467755 DOID:10159 GARD:0021657 ICD9:733.4 SCTID:240196003 ICD9:733.42 Orphanet:399158"
<http://purl.obolibrary.org/obo/OBA_2057660>	"The amount of a guanylate-binding protein 2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0009740>	"A doctor having direct contact with patients rather than being involved with theoretical or laboratory studies."	"NCIt:C85499"
<http://purl.obolibrary.org/obo/PR_Q8WZ19>	"A BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1 that is encoded in the genome of human."	"Reactome:R-HSA-9696533 UniProtKB:Q8WZ19"
<http://purl.obolibrary.org/obo/PR_000014640>	"A protein that is a translation product of the human SENP7 gene or a 1:1 ortholog thereof."	"IUPHARobj:2416"
<http://purl.obolibrary.org/obo/OBA_2050355>	"The age at which diverticulitis manifestations first appear."	
<http://purl.obolibrary.org/obo/MONDO_0004403>	"A T lymphoblastic leukemia/lymphoma that occurs during childhood."	"DOID:7933 GARD:0023982 MEDGEN:232067 UMLS:C1332997 NCIT:C5640"
<http://www.ebi.ac.uk/efo/EFO_0009315>	"A condition characterized by an abnormally high level of thrombi. Causes include thrombotic thrombocytopenic purpura, disseminated intravascular coagulation, bone marrow disorders, and antiphospholipid antibody syndrome. [ NCI ]"	"NCIt:C84479 MedDRA:10057396"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1540>	"A protein coding gene SERPINA6 in human."	
<http://purl.obolibrary.org/obo/MONDO_0011153>	"Any hyperinsulinemic hypoglycemia in which the cause of the disease is a mutation in the KCNJ11 gene."	"DOID:0070218 UMLS:C2931833 MEDGEN:419173 GARD:0009927 OMIM:601820"
<http://purl.obolibrary.org/obo/PR_P55083>	"A microfibril-associated glycoprotein 4 that is encoded in the genome of human."	"UniProtKB:P55083"
<http://www.ebi.ac.uk/efo/EFO_0009106>	"process which results in the increased concentration of an entity of interest, such as a particle or cell, in a sample"	
<http://purl.obolibrary.org/obo/MONDO_0000462>	"A disease involving the ocular adnexa."	"SCTID:118941004 UMLS:C1290855 MEDGEN:713201 ICD10WHO:H00-H06 EFO:0009546 DOID:0050815"
<http://www.ebi.ac.uk/efo/EFO_0802838>	"Quantification of osteocrin in a sample."	"uniprot:P61366 PMID:29875488"
<http://purl.obolibrary.org/obo/PR_000047180>	"A dickkopf-related protein 4 (human) that has had the signal peptide removed. UniProtKB:Q9UBT3, 19-224."	"Reactome:R-HSA-5368466 Reactome:R-HSA-3769327"
<http://purl.obolibrary.org/obo/MONDO_0007006>	"Disease involving the ulnar nerve from its origin in the brachial plexus to its termination in the hand. Clinical manifestations may include paresis or paralysis of wrist flexion, finger flexion, thumb adduction, finger abduction, and finger adduction. Sensation over the medial palm, fifth finger, and ulnar aspect of the ring finger may also be impaired. Common sites of injury include the axilla, cubital tunnel at the elbow, and Guyon's canal at the wrist. (From Joynt, Clinical Neurology, 1995, Ch51 pp43-5)"	"SCTID:359837005 MEDGEN:57596 EFO:1001224 DOID:4613 MESH:D020424 UMLS:C0154743"
<http://purl.obolibrary.org/obo/HP_0004840>	"A type of anemia characterized by an abnormally low concentration of hemoglobin in the erythrocytes and lower than normal size of the erythrocytes."	"UMLS:C0271901 SNOMEDCT_US:44666001 DOID:0050642"
<http://purl.obolibrary.org/obo/MONDO_0004471>	"The inflammation of one or more joints caused by a bacterial infection within the joint space. Symptoms include pain, stiffness, and decreased range of motion in the affected joint."	"ICD9:711.9 ICD9:711.96 ICD9:711.0 GARD:0027681 MEDGEN:308434 MESH:D001170 ICD9:711.91 SCTID:48245008 DOID:813 NCIT:C26699 ICD9:711.95 ICD9:711.93 ICD9:711.90 UMLS:C1692886 EFO:1001351 NANDO:2200437 ICD9:711.97 ICD9:711.94 ICD9:711.92 ICD9:711.40"
<http://purl.obolibrary.org/obo/MONDO_0013873>	"IMAGe syndrome is characterized by the association of intrauterine growth retardation, metaphyseal dysplasia (and short limbs), adrenal hypoplasia congenita, and genital anomalies. It has been described in less than 20 cases. The patients also present with dysmorphic features (frontal bossing, broad nasal bridge, low-set ears). In boys, genital anomalies include bilateral cryptorchidism, hypospadias, micropenis, and hypogonadotropic hypogonadism. This syndrome is likely to be transmitted as an autosomal recessive trait."	"OMIM:614732 DOID:0050885 GARD:0012312 NCIT:C130988 Orphanet:85173 MEDGEN:337364 NANDO:1200406 SCTID:702384004 ICD9:759.89 UMLS:C1846009 icd11.foundation:1064803315"
<http://www.ebi.ac.uk/efo/EFO_0008646>	"Gene-specific differences in elongation rates in vivo (4sUDRB-seq)"	"PMID:24887486"
<http://purl.obolibrary.org/obo/GO_0050957>	"The series of events required for an organism to receive an orientational stimulus, convert it to a molecular signal, and recognize and characterize the signal. Equilibrioception refers to a combination of processes by which an organism can perceive its orientation with respect to gravity. In animals, stimuli come from labyrinth system of the inner ears, monitoring the direction of motion; visual stimuli, with information on orientation and motion; pressure receptors, which tell the organism which body surfaces are in contact with the ground; and proprioceptive cues, which report which parts of the body are in motion."	"Wikipedia:Equilibrioception"
<http://www.ebi.ac.uk/efo/EFO_0008330>	"quantification of some aspect of fear of pain, generallly through the use of a structured questionnaire"	"PMID:28701861"
<http://purl.obolibrary.org/obo/PR_000017055>	"A protein that is a translation product of the human UGT1A8 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/PR_000059947>	"A protein that is a translation product of the human C14orf180 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/PR_000014693>	"A serpin that is a translation product of the human SERPINB13 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/MONDO_0010121>	"Thrombocytopenia-absent radius (TAR) syndrome is a very rare congenital malformation syndrome characterized by bilateral radial aplasia and thrombocytopenia."	"MedDRA:10071719 NORD:1768 ICD9:759.89 SCTID:85589009 Orphanet:3320 NCIT:C99038 DECIPHER:64 MEDGEN:61235 UMLS:C0175703 DOID:14699 NANDO:2200661 MESH:C536940 OMIM:274000 GARD:0005116"
<http://www.ebi.ac.uk/efo/EFO_0020064>	"The quantification of diacylglycerol 36:5 levels in a sample, typically blood "	"PMID:34503513"
<http://www.ebi.ac.uk/efo/EFO_0800521>	"Quantification of the amount of N-stearoyl-sphingadienine (d18:2/18:0) in a sample."	"PMID:35347128"
<http://purl.obolibrary.org/obo/OBA_2055987>	"The amount of a neurocan core protein (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_Q9Y287>	"An integral membrane protein 2B that is encoded in the genome of human."	"UniProtKB:Q9Y287"
<http://www.ebi.ac.uk/efo/EFO_0009470>	"A disease affecting tissues that connect, support, or surround other structures and organs of the body, not being hard tissue such as bone. Soft tissue includes tendons, ligaments, fascia, skin, fibrous tissues, fat, and synovial membranes (which are connective tissue), and muscles, nerves and blood vessels (which are not connective tissue)."	"Wikipedia:Soft_tissue ICD10:M73 ICD10:M75 ICD10:M79 ICD10:M70"
<http://www.ebi.ac.uk/efo/EFO_0802634>	"Quantification of integral membrane protein 2B in a sample."	"uniprot:Q9Y287 PMID:29875488"
<http://purl.obolibrary.org/obo/MONDO_0017256>		"Orphanet:280914 SCTID:231947004 GARD:0027265 MEDGEN:573079 UMLS:C0339315"
<http://purl.obolibrary.org/obo/CL_0000835>	"The most primitive precursor in the granulocytic series, having fine, evenly distributed chromatin, several nucleoli, a high nuclear-to-cytoplasmic ration (5:1-7:1), and a nongranular basophilic cytoplasm. They reside in the bone marrow."	"FMA:83524 ZFA:0009353 NCIt:C13015 BTO:0000187 SNOMEDCT:15622002"
<http://purl.obolibrary.org/obo/PR_P54821>	"A paired mesoderm homeobox protein 1 that is encoded in the genome of human."	"UniProtKB:P54821"
<http://purl.obolibrary.org/obo/MONDO_0037398>	"A rare pulmonary disease characterized by primary or nonbacteremic pneumonia most frequently arising in an intensive care setting, or bacteremic pneumonia, which is typically associated with neutropenia. Chronic lower respiratory tract infection with development of episodes of pneumonia is common in patients with cystic fibrosis. Acute infections are potentially life-threatening. Patients present with fever, chills, dyspnea, cyanosis, productive cough, as well as signs of severe systemic toxicity. Alveolar hemorrhage, necrosis, and, eventually, cavity formation, are commonly seen."	"MEDGEN:852026 Orphanet:90066 UMLS:C0920182 GARD:0013613 icd11.foundation:801706385"
<http://purl.obolibrary.org/obo/PR_Q9BZQ2>	"A testicular spindle-associated protein SHCBP1L that is encoded in the genome of human."	"UniProtKB:Q9BZQ2"
<http://purl.obolibrary.org/obo/MONDO_0001847>	"A senile cataract that involves the lens nucleus."	"DOID:13963 ICD9:366.16 MEDGEN:543204 UMLS:C0271166 SCTID:193589009"
<http://purl.obolibrary.org/obo/MONDO_0002714>	"A malignant neoplasm involving the central nervous system"	"NCIT:C4627 MEDGEN:87593 MESH:D016543 DOID:3620 GARD:0027614 UMLS:C0348374 SCTID:126951006 ICD9:239.7 NANDO:2100007 EFO:0000326"
<http://purl.obolibrary.org/obo/MONDO_0001149>	"A congenital or acquired developmental disorder in which the circumference of the head is smaller than normal for the person's age and sex."	"ICD9:742.1 UMLS:C4551563 icd11.foundation:179350437 ICD10CM:Q02 MEDGEN:1644158 DOID:10907 ICD10WHO:Q02 MESH:D008831 NCIT:C85874 HP:0000252 SCTID:1829003"
<http://purl.obolibrary.org/obo/PR_000020966>	"A polymeric immunoglobulin receptor that has been processed by proteolytic cleavage."	
<http://www.ebi.ac.uk/efo/EFO_0008745>	"Fragmentation sequencing (Frag-seq)"	"PMID:21057495"
<http://purl.obolibrary.org/obo/PR_000018958>	"A fructose-bisphosphate aldolase A that has had the initiator methionine removed."	
<http://purl.obolibrary.org/obo/MONDO_0010035>	"Smith-Lemli-Opitz syndrome (SLOS) is characterized by multiple congenital anomalies, intellectual deficit, and behavioral problems."	"ICD9:759.89 NANDO:2200979 DOID:14692 ICD10CM:E78.72 NORD:1724 GARD:0005683 Orphanet:818 SCTID:43929004 MESH:D019082 NCIT:C85071 MEDGEN:61231 OMIM:270400 UMLS:C0175694 NANDO:1200961 icd11.foundation:1231469858"
<http://purl.obolibrary.org/obo/OBA_2040260>	"The amount of a C-type lectin domain family 4 member C when measured in blood serum."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=12625>	"A protein coding gene USP28 in human."	
<http://www.ebi.ac.uk/efo/EFO_0002507>	"A benign adenoma of ovary"	"EFO:0002507"
<http://purl.obolibrary.org/obo/CHEBI_18258>	"An iodothyronine compound having iodo substituents at the 3-, 3'- and 5-positions. Although some is produced in the thyroid, most of the 3,3',5-triiodo-<small>L</small>-thyronine in the body is generated by mono-deiodination of <small>L</small>-thyroxine in the peripheral tissues. Its metabolic activity is about 3 to 5 times that of <small>L</small>-thyroxine. The sodium salt is used in the treatment of hypothyroidism."	"pdb-ccd:T3 cas:6893-02-3 KEGG COMPOUND:6893-02-3 drugbank:DB00279 pubmed:15206581 KEGG COMPOUND:C02465 lincs.smallmolecule:LSM-3991 wikipedia.en:Triiodothyronine drugcentral:1585 CiteXplore:15206581 ChemIDplus:6893-02-3 kegg.compound:C02465 Beilstein:2710227 hmdb:HMDB0000265 NCIt:C2303 kegg.drug:D08128 MESH:D014284 pubmed:11738632 reaxys:2710227 pubmed:19339791 NCIt:C907 SNOMEDCT:61275002 SNOMEDCT:350358003"
