?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/OBA_2080505>	"The amount of a protein FAM210A (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0002441>	"An autosomal recessive inherited syndrome caused by mutations in the KCNE1 and KCNQ1 genes. It is characterized by congenital hearing loss and arrhythmia. It is a form of long QT syndrome."	"UMLS:C0022387 DOID:2842 MEDGEN:5929 GARD:0003048 MESH:D029593 Orphanet:90647 OMIMPS:220400 NCIT:C84793 MedDRA:10057936 SCTID:373905003 NORD:1310"
<http://purl.obolibrary.org/obo/OBA_2057814>	"The amount of a enoyl-CoA Delta isomerase 1, mitochondrial (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/OBA_2059538>	"The amount of a large ribosomal subunit protein mL55 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0016052>	"Atypical autism is a pervasive developmental disorder that does not fit the diagnosis for the other specific autistic spectrum disorders (autism, Asperger syndrome, Rett syndrome or childhood disintegrative disorder) and is characterized by usually milder developmental and social delay and less stereotypical autistic behavior. '"	"MEDGEN:572882 MedDRA:10003747 icd11.foundation:2136163538 SCTID:231536004 Orphanet:199627 GARD:0020336 UMLS:C0338986 DOID:0060042 ICD9:299.80"
<http://www.ebi.ac.uk/efo/EFO_1000738>	"a necrotising skin condition that usually occurs in patients with diabetes mellitus but can also be associated with rheumatoid arthritis."	"MedDRA:10028847 Wikipedia:Necrobiosis_lipoidica DOID:3486"
<http://www.ebi.ac.uk/efo/EFO_0008805>	"Capture of methylated DNA using the MBD domain of MeCP2 (MethylCap-Seq)"	"PMID:20542119"
<http://purl.obolibrary.org/obo/OBA_2057141>	"The amount of a endothelin-3 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0019652>		"Orphanet:93214"
<http://www.ebi.ac.uk/efo/EFO_0020866>	"Quantification of the change in high density lipoprotein particle size levels in an individual over time, e.g. over the course of several hours after a high-fat meal."	"PMID:34610981"
<http://www.ebi.ac.uk/efo/EFO_0801278>	"Quantification of phosphatidylcholine diacyl C42:4 measurement in a sample."	"PMID:26068415"
<http://www.ebi.ac.uk/efo/EFO_0005338>		
<http://purl.obolibrary.org/obo/PR_Q9GZN7>	"A protein rogdi that is encoded in the genome of human."	"UniProtKB:Q9GZN7"
<http://www.orpha.net/ORDO/Orphanet_271844>		
<http://purl.obolibrary.org/obo/OBA_2080999>	"The amount of a fibronectin type III domain-containing protein 4 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/UBERON_0016490>	"Is the sensory system for the sense of hearing."	"NCIT:C12889 neuronames:2888 FMA:7192 MA:0002443 EMAPA:36002 Wikipedia:Auditory_system UMLS:C0587901 NLXANAT:090817"
<http://www.orpha.net/ORDO/Orphanet_2515>		"UMLS:C1855080 MESH:C537324 OMIM:251220 UMLS:C0796061 ICD10:Q87.8 MESH:C536711"
<http://purl.obolibrary.org/obo/PR_000003736>		
<http://www.ebi.ac.uk/efo/EFO_0030025>	"A data transformation process involved in analysing spatial images or data."	
<http://www.ebi.ac.uk/efo/EFO_0011064>	"recessive spherocytosis is a congenital hemolytic anemia with a wide clinical spectrum (from symptom-free carriers to severe hemolysis) characterized by anemia, variable jaundice, splenomegaly and cholelithiasis inherited through a recessive inheritance pattern."	"PMID:9573679"
<http://purl.obolibrary.org/obo/OBA_2080215>	"The amount of a SWI/SNF complex subunit SMARCC1 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0000162>		
<http://www.ebi.ac.uk/efo/EFO_0002948>	"The time period after birth."	"SNOMEDCT:263844007 NCIt:C81317"
<http://purl.obolibrary.org/obo/MONDO_0014873>	"A rare developmental skin condition consisting of abnormal pilosebaceous follicle development. It is characterized by linear or band-like distributions of groups of comedones, usually on the face, neck, upper arm, chest, and abdomen, that appear at birth or in childhood."	"NCIT:C3946 Orphanet:64754 OMIM:617025 SCTID:35962006 MEDGEN:75592 GARD:0013073 UMLS:C0265987"
<http://purl.obolibrary.org/obo/HANCESTRO_0706>	"A population made up of 18 samples from Hazara individuals recruited in Pakistan as part of the Human Genome Diversity Project. The population was assigned by the collecting project to the superpopulation Central South Asian."	
<http://purl.obolibrary.org/obo/OBA_2051246>	"The amount of a ataxin-2 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/PR_000000045>	"An E3 ubiquitin ligase SFC complex Skp1 subunit that is a translation product of the human SKP1 gene or a 1:1 ortholog thereof. This gene has 5 conserved protein coding exons."	
<http://purl.obolibrary.org/obo/OBA_2081369>	"The amount of a tropomodulin-2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0600071>	"Quantification of glutathione peroxidase in a sample."	"PMID:34025683"
<http://purl.obolibrary.org/obo/MONDO_0019176>	"OBSOLETE. Trichorhinophalangeal syndromes (TRPS) type 1 and 3 are malformation syndromes characterized by short stature, sparse hair, a bulbous nasal tip and cone-shaped epiphyses, as well as severe generalized shortening of all phalanges, metacarpals and metatarsal bones."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=2891>	"A protein coding gene DKK1 in human."	
<http://www.orpha.net/ORDO/Orphanet_2514>		"MESH:C537323 OMIM:156580 OMIM:617520 UMLS:C0220693 ICD10:Q02 OMIM:616311"
<http://www.ebi.ac.uk/efo/EFO_0009299>		
<http://purl.obolibrary.org/obo/UO_0000116>	"An illuminance unit which is equal to the illuminance produced by 1 lumen evenly spread over an area 1 meter squared."	"SNOMEDCT:282255002 NCIt:C42561"
<http://purl.obolibrary.org/obo/PR_000049197>	"A semaphorin-4D (human) that has had the signal peptide removed. UniProtKB:Q92854, 22-862."	"Reactome:R-HSA-197744"
<http://purl.obolibrary.org/obo/UBERON_2000627>	"Replacement bone that is bilaterally paired and articulates anteriorly with the anterior ceratohyal."	"ZFA:0000627"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=993>	"A protein coding gene BCL2L10 in human."	
<http://purl.obolibrary.org/obo/HP_0100731>	"A horizontal cleft of the face, varying from slight widening of the mouth, to a cleft extending to the ear."	"UMLS:C4020954"
<http://www.ebi.ac.uk/efo/EFO_0005339>		
<http://purl.obolibrary.org/obo/OBA_2053061>	"A compound attribute that is the ratio of amount of heme oxygenase 2 (human) in blood to amount of tudor and KH domain-containing protein (human) in blood."	"PMID:38412862"
<http://www.ebi.ac.uk/efo/EFO_1001094>	"A benign, borderline, or malignant neoplasm that affects the penis. Representative examples include penile hemangioma, penile intraepithelial neoplasia, and penile carcinoma."	"EFO:1001094 NCIT:C3317 SCTID:126896003 ONCOTREE:PENIS MedDRA:10061913 UMLS:C0030849 DOID:11624 ICD9:239.5 MESH:D010412"
<http://purl.obolibrary.org/obo/CHEBI_40036>	"A member of the class of triazoles that is 1<em>H</em>-1,2,4-triazole substituted by an amino group at position 3. Used to control annual grasses and aquatic weeds (but not on food crops because it causes cancer in laboratory animals). Its use within the EU was banned from September 2017 on the grounds of potential groundwater contamination and risks to aquatic life; there have also been concerns about its endocrine-disrupting properties."	"pubmed:7546330 ChemIDplus:61-82-5 pubmed:11673067 CiteXplore:17549540 Gmelin:200706 Reaxys:107687 KEGG COMPOUND:C11261 pubmed:7986209 KEGG COMPOUND:61-82-5 pubmed:25820916 metacyc.compound:CPD0-1491 patent:AU2012202062 gmelin:200706 kegg.compound:C11261 ppdb:31 pdb-ccd:3TR pesticides:amitrole NIST Chemistry WebBook:61-82-5 CiteXplore:7986209 pubmed:17549540 Beilstein:107687 lincs.smallmolecule:LSM-4595 beilstein:107687 cas:61-82-5 wikipedia.en:Amitrole patent:WO2007147209 reaxys:107687"
<http://www.ebi.ac.uk/efo/EFO_0000808>	"Anatomical structure which is a primary subdivision of whole organism. The mereological sum of these is the whole organism."	"FMA:67504 TAO:0001308 NCIt:C32221 EV:0100008 MAT:0000293 XAO:0003013"
<http://purl.obolibrary.org/obo/OBA_2054729>	"A compound attribute that is the ratio of amount of epidermal growth factor receptor kinase substrate 8-like protein 2 (human) in blood to amount of galectin-4 (human) in blood."	"PMID:38412862"
<http://www.ebi.ac.uk/efo/EFO_0021818>	"The ratio of right ventricular diastolic volume to left ventricular diastolic volume."	"PMID:35697867"
<http://purl.obolibrary.org/obo/MONDO_0100455>	"A complex neurodevelopmental disorder characterized by a neonatal onset of recurrent seizures, an abnormal neonatal electroencephalographic background with multifocal epileptiform discharges, excessive discontinuity, and/or burst-suppression patterns, and encephalopathy. Seizures may be pharmacoresistant or responsive. Developmental delays persist but vary in severity. In some individuals, subsequent evolution to other epileptic encephalopathy syndromes (e.g. West syndrome) may occur."	"GARD:0026229"
<http://purl.obolibrary.org/obo/PR_P61981>	"A 14-3-3 protein gamma that is encoded in the genome of human."	"UniProtKB:P61981 Reactome:R-HSA-380312"
<http://www.ebi.ac.uk/efo/EFO_0010100>	"A chronic pain phenotype that is defined as the number of sites on the body at which chronic pain is experienced."	
<http://www.ebi.ac.uk/efo/EFO_1000275>	"A well differentiated, low grade neuroendocrine tumor (carcinoid tumor) that arises from the stomach. The vast majority of cases arise from the corpus-fundus region. The mitotic count is less than 2 per 10 HPF and/or the Ki67 index is equal to or less than 2 percent. It may be associated with autoimmune chronic atrophic gastritis, multiple endocrine neoplasia type 1, or it may be sporadic."	"NCIT:C4635 EFO:1000275 UMLS:C0349529"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=25503>	"A protein coding gene RBM22 in human."	
<http://www.ebi.ac.uk/efo/EFO_0008591>	"Quantification of the amount of free cholesterol in a sample."	"PMID:29084231"
<http://purl.obolibrary.org/obo/MONDO_0033653>	"Any mitochondrial complex IV deficiency in which the cause of the disease is a mutation in the COX6A2 gene."	"MEDGEN:1752734 DOID:0070503 UMLS:C5436720 OMIM:619062 GARD:0016415"
<http://purl.obolibrary.org/obo/OBA_2052793>	"The amount of a neurocan core protein (human) when measured in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2050709>	"The amount of a integrin beta-5 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/PR_Q96LZ3>	"A calcineurin subunit B type 2 that is encoded in the genome of human."	"UniProtKB:Q96LZ3"
<http://www.ebi.ac.uk/efo/EFO_0004301>	"The internal resistance of the BLOOD to shear forces. The in vitro measure of whole blood viscosity is of limited clinical utility because it bears little relationship to the actual viscosity within the circulation, but an increase in the viscosity of circulating blood can contribute to morbidity in patients suffering from disorders such as SICKLE CELL ANEMIA and POLYCYTHEMIA."	"MESH:D001809 SNOMEDCT:85015001"
<http://purl.obolibrary.org/obo/PR_O75077>	"A disintegrin and metalloproteinase domain-containing protein 23 that is encoded in the genome of human."	"UniProtKB:O75077"
<http://purl.obolibrary.org/obo/HP_0025569>	"The presence of aneurysmal 'polypoidal' lesions in the choroidal vasculature. The aneurysmal dilatations, also known as polyps, may be found at subfoveal, juxtafoveal, extrafoveal, peripapillary or even peripheral regions. These polypoidal dilatations may be visible as reddish-orange subretinal nodules during ophthalmoscopic examination. The polypoidal lesions are best detected on indocyanine green angiography (ICGA) and might be associated with a branching vascular network (BVN) of neovascularization."	
<http://purl.obolibrary.org/obo/OBA_2053301>	"A compound attribute that is the ratio of amount of flavin reductase (NADPH) (human) in blood to amount of pyruvate kinase PKLR (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2042115>	"The amount of a beta-klotho when measured in blood serum."	
<http://purl.obolibrary.org/obo/MONDO_0019147>	"The infection of a fly larva (maggot) in human tissue, which most commonly occurs in tropical climates. Affected tissues most commonly include skin, especially if open wounds are present, nasal passages, ears, and eyes."	"MEDGEN:10148 icd11.foundation:1367149207 MESH:D009198 ICD10CM:B87 UMLS:C0027030 DOID:11080 ICD10WHO:B87 MedDRA:10028586 NCIT:C128400 Orphanet:75110 SCTID:60412004 GARD:0018924 ICD9:134.0 EFO:0007389"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=6612>	"A protein coding gene LIMD1 in human."	
<http://purl.obolibrary.org/obo/CL_1000452>	"An epithelial cell that is part of the glomerular parietal epithelium."	"FMA:70968 KUPO:0001035"
<http://purl.obolibrary.org/obo/MONDO_0021459>	"A benign neoplasm that involves the esophagus."	"UMLS:C0153942 SCTID:92091003 icd11.foundation:1827459816 NCIT:C3598 ICD9:211.0 MEDGEN:102297 ICD10CM:D13.0"
<http://purl.obolibrary.org/obo/PR_000007957>	"A protein that is a translation product of the human GGH gene or a 1:1 ortholog thereof."	"IUPHARobj:2367"
<http://purl.obolibrary.org/obo/OBA_2045347>	"The amount of a C-C motif chemokine 8 when measured in anatomical entity."	
<http://purl.obolibrary.org/obo/PR_P15814>	"An immunoglobulin lambda-like polypeptide 1 that is encoded in the genome of human."	"UniProtKB:P15814"
<http://purl.obolibrary.org/obo/CHEBI_138347>	"A triglyceride in which the three acyl groups contain a total of 54 carbons and 0 double bonds."	
<http://purl.obolibrary.org/obo/OBA_2053802>	"A compound attribute that is the ratio of amount of LRP chaperone MESD (human) in blood to amount of cytoplasmic protein NCK2 (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2057837>	"The amount of a cell surface glycoprotein MUC18 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/OBA_2056957>	"The amount of a secretin (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0005336>		
<http://www.ebi.ac.uk/efo/EFO_0010870>	"Lymphoblastoid cell line from an Esan female from Nigeria"	"https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=HG03135&Product=CC"
<http://purl.obolibrary.org/obo/PR_000014553>		
<http://purl.obolibrary.org/obo/PR_Q8N5K1>	"A CDGSH iron-sulfur domain-containing protein 2 that is encoded in the genome of human."	"UniProtKB:Q8N5K1"
<http://www.ebi.ac.uk/efo/EFO_0021607>	"Quantification of the amount of Isonicotinamide in a sample."	"PMID:33634981"
<http://purl.obolibrary.org/obo/MONDO_0003130>	"A solid, unencapsulated tumor of the kidney composed of spindle mesenchymal cells that resemble fibroblasts or muscle cells. The homogeneous mass typically extends into the renal parenchyma and replaces most of the kidney. In most cases, mesoblastic nephroma is benign and occurs in the fetus or newborn, and rarely in the older child or the adult."	"SCTID:307604008 ICD9:236.99 MEDGEN:64620 UMLS:C0206628 DOID:4772 EFO:0007365 MESH:D018201"
<http://purl.obolibrary.org/obo/CHEBI_68641>	"An <em>N</em>-alkylpyrrolidine that consists of <em>N</em>-methylpyrrolidinone bearing a pyridin-3-yl substituent at position C-5 (the 5<i>S</i>-enantiomer). It is an alkaloid commonly found in <em>Nicotiana tabacum</em>."	"pubmed:22687995 pubmed:22919158 pubmed:23087643 pubmed:22434216 hmdb:HMDB0001046 pubmed:22487419 pubmed:22200307 pubmed:23000417 metacyc.compound:CPD-2742 pubmed:14700346 pubmed:22137886 pubmed:22608097 pubmed:22169225 wikipedia.en:Cotinine pubmed:22809871 pubmed:22678157 pubmed:22878732 pubmed:22180597 pubmed:22027507 pubmed:21953524 cas:486-56-6 pubmed:22871902 pubmed:22253001 reaxys:5736575 pubmed:21655912 lincs.smallmolecule:LSM-5986 pubmed:22489581 pubmed:22770225 drugcentral:737 pubmed:22460317 reaxys:83099 pubmed:22244928 pubmed:23011941 pubmed:22899265 knapsack:C00034470 pubmed:22574797"
<http://www.ebi.ac.uk/efo/EFO_0800925>	"Quantification of the amount of X-25419 in a sample."	"PMID:35347128"
<http://www.orpha.net/ORDO/Orphanet_79022>		"ICD10:Q87.3 OMIM:300209"
<http://purl.obolibrary.org/obo/OBA_2051255>	"The amount of a Bcl-2-like protein 15 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/PR_O95297>	"A myelin protein zero-like protein 1 that is encoded in the genome of human."	"UniProtKB:O95297"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=16898>	"A protein coding gene EFS in human."	
