label	ID	parent_term
level of SH3 domain-binding glutamic acid-rich-like protein 2 in blood serum	OBA_2044465	serum protein amount (OBA_2050071)
level of SH3 domain-binding glutamic acid-rich-like protein 2 in blood serum	OBA_2044465	level of SH3 domain-binding glutamic acid-rich-like protein 2 in blood (OBA_2051031)
level of SH3 domain-binding glutamic acid-rich-like protein 3 (human) in cerebrospinal fluid	OBA_2080926	protein amount (OBA_VT0010120)
level of SH3 domain-binding protein 1 in blood	OBA_2051730	blood protein amount (OBA_VT0005416)
level of SH3 domain-binding protein 2 (human) in cerebrospinal fluid	OBA_2058356	protein amount (OBA_VT0010120)
level of SH3 domain-binding protein 5 (human) in cerebrospinal fluid	OBA_2056223	protein amount (OBA_VT0010120)
level of SH3 domain-containing kinase-binding protein 1 (human) in cerebrospinal fluid	OBA_2080292	protein amount (OBA_VT0010120)
level of SH3 domain-containing kinase-binding protein 1 in blood serum	OBA_2043495	serum protein amount (OBA_2050071)
level of SH3KBP1-binding protein 1 (human) in cerebrospinal fluid	OBA_2059975	protein amount (OBA_VT0010120)
level of SH3KBP1-binding protein 1 in blood serum	OBA_2043502	serum protein amount (OBA_2050071)
level of SHC-transforming protein 1 (human) in cerebrospinal fluid	OBA_2057581	protein amount (OBA_VT0010120)
level of SHC-transforming protein 2 (human) in cerebrospinal fluid	OBA_2058410	protein amount (OBA_VT0010120)
level of SHC-transforming protein 2 in blood serum	OBA_2040423	serum protein amount (OBA_2050071)
level of SHC-transforming protein 4 (human) in cerebrospinal fluid	OBA_2059369	protein amount (OBA_VT0010120)
level of SHC-transforming protein 4 in blood serum	OBA_2040422	serum protein amount (OBA_2050071)
level of SKA complex subunit 1 (human) in cerebrospinal fluid	OBA_2080295	protein amount (OBA_VT0010120)
level of SLAM family member 1 in blood serum	OBA_2040333	serum protein amount (OBA_2050071)
level of SLAM family member 1 in blood serum	OBA_2040333	SLAM family member 1 amount (OBA_2050292)
level of SLAM family member 5 (human) in cerebrospinal fluid	OBA_2081532	protein amount (OBA_VT0010120)
level of SLAM family member 6 (human) in cerebrospinal fluid	OBA_2080341	protein amount (OBA_VT0010120)
level of SLAM family member 7 (human) in cerebrospinal fluid	OBA_2081161	protein amount (OBA_VT0010120)
level of SLAM family member 8 (human) in cerebrospinal fluid	OBA_2081396	protein amount (OBA_VT0010120)
level of SLAM family member 8 in blood serum	OBA_2043521	serum protein amount (OBA_2050071)
level of SLAM family member 9 (human) in cerebrospinal fluid	OBA_2080265	protein amount (OBA_VT0010120)
level of SLAM family member 9 in blood serum	OBA_2043522	serum protein amount (OBA_2050071)
level of SLIT and NTRK-like protein 1 (human) in cerebrospinal fluid	OBA_2080535	protein amount (OBA_VT0010120)
level of SLIT and NTRK-like protein 2 (human) in cerebrospinal fluid	OBA_2080899	protein amount (OBA_VT0010120)
level of SLIT and NTRK-like protein 2 in blood serum	OBA_2043547	serum protein amount (OBA_2050071)
level of SLIT and NTRK-like protein 3 (human) in cerebrospinal fluid	OBA_2056456	protein amount (OBA_VT0010120)
level of SLIT and NTRK-like protein 3 in blood serum	OBA_2043548	serum protein amount (OBA_2050071)
level of SLIT and NTRK-like protein 4 (human) in cerebrospinal fluid	OBA_2059676	protein amount (OBA_VT0010120)
level of SLIT and NTRK-like protein 4 in blood serum	OBA_2043549	serum protein amount (OBA_2050071)
level of SLIT and NTRK-like protein 5 (human) in cerebrospinal fluid	OBA_2056460	protein amount (OBA_VT0010120)
level of SLIT and NTRK-like protein 6 (human) in cerebrospinal fluid	OBA_2080996	protein amount (OBA_VT0010120)
level of SLIT and NTRK-like protein 6 in blood serum	OBA_2043550	serum protein amount (OBA_2050071)
level of SLIT-ROBO Rho GTPase-activating protein 2 (human) in cerebrospinal fluid	OBA_2056310	protein amount (OBA_VT0010120)
level of SLIT-ROBO Rho GTPase-activating protein 2 in blood serum	OBA_2043652	serum protein amount (OBA_2050071)
level of SLP adapter and CSK-interacting membrane protein (human) in cerebrospinal fluid	OBA_2059381	protein amount (OBA_VT0010120)
level of SLP adapter and CSK-interacting membrane protein in blood serum	OBA_2044658	serum protein amount (OBA_2050071)
level of SNARE-associated protein Snapin (human) in cerebrospinal fluid	OBA_2056491	protein amount (OBA_VT0010120)
level of SNARE-associated protein Snapin in blood serum	OBA_2043565	serum protein amount (OBA_2050071)
level of SOSS complex subunit B2 (human) in cerebrospinal fluid	OBA_2080278	protein amount (OBA_VT0010120)
level of SOSS complex subunit B2 in blood serum	OBA_2042687	serum protein amount (OBA_2050071)
level of SOSS complex subunit C (human) in cerebrospinal fluid	OBA_2081224	protein amount (OBA_VT0010120)
level of SOSS complex subunit C in blood serum	OBA_2044598	serum protein amount (OBA_2050071)
level of SPARC protein (human) in cerebrospinal fluid	OBA_2056940	protein amount (OBA_VT0010120)
level of SPARC-like protein 1 (human) in cerebrospinal fluid	OBA_2058808	protein amount (OBA_VT0010120)
level of SPARC-related modular calcium-binding protein 1 (human) in cerebrospinal fluid	OBA_2080983	protein amount (OBA_VT0010120)
level of SPARC-related modular calcium-binding protein 2 (human) in cerebrospinal fluid	OBA_2080966	protein amount (OBA_VT0010120)
level of SPARC-related modular calcium-binding protein 2 in blood serum	OBA_2043557	serum protein amount (OBA_2050071)
level of SPRY domain-containing SOCS box protein 1 (human) in cerebrospinal fluid	OBA_2080294	protein amount (OBA_VT0010120)
level of SPRY domain-containing SOCS box protein 1 in blood serum	OBA_2043646	serum protein amount (OBA_2050071)
level of SRA stem-loop-interacting RNA-binding protein, mitochondrial in blood	OBA_2051748	blood protein amount (OBA_VT0005416)
level of SREBP regulating gene protein in blood	OBA_2051954	blood protein amount (OBA_VT0005416)
level of SRSF protein kinase 1 (human) in cerebrospinal fluid	OBA_2080560	protein amount (OBA_VT0010120)
level of SRSF protein kinase 2 (human) in cerebrospinal fluid	OBA_2058368	protein amount (OBA_VT0010120)
level of SRSF protein kinase 2 in blood	OBA_2050928	blood protein amount (OBA_VT0005416)
level of SRSF protein kinase 2 in blood serum	OBA_2043659	serum protein amount (OBA_2050071)
level of SRSF protein kinase 2 in blood serum	OBA_2043659	level of SRSF protein kinase 2 in blood (OBA_2050928)
level of STAM-binding protein (human) in cerebrospinal fluid	OBA_2056520	STAM-binding protein amount (OBA_2050217)
level of STAM-binding protein in blood	OBA_2051114	STAM-binding protein amount (OBA_2050217)
level of STAM-binding protein in blood	OBA_2051114	blood protein amount (OBA_VT0005416)
level of STAM-binding protein in blood serum	OBA_2043688	serum protein amount (OBA_2050071)
level of STAM-binding protein in blood serum	OBA_2043688	level of STAM-binding protein in blood (OBA_2051114)
level of START domain-containing protein 10 (human) in cerebrospinal fluid	OBA_2081774	protein amount (OBA_VT0010120)
level of START domain-containing protein 10 in blood serum	OBA_2043692	serum protein amount (OBA_2050071)
level of STE20-like serine/threonine-protein kinase in blood	OBA_2051749	blood protein amount (OBA_VT0005416)
level of SUMO-activating enzyme subunit 1 (human) in cerebrospinal fluid	OBA_2081937	protein amount (OBA_VT0010120)
level of SUMO-activating enzyme subunit 2 (human) in cerebrospinal fluid	OBA_2081958	protein amount (OBA_VT0010120)
level of SUMO-conjugating enzyme UBC9 (human) in cerebrospinal fluid	OBA_2058343	protein amount (OBA_VT0010120)
level of SUN domain-containing protein 3 (human) in cerebrospinal fluid	OBA_2059967	protein amount (OBA_VT0010120)
level of SUN domain-containing protein 3 in blood serum	OBA_2044231	serum protein amount (OBA_2050071)
level of SUN domain-containing protein 5 (human) in cerebrospinal fluid	OBA_2059986	protein amount (OBA_VT0010120)
level of SUN domain-containing protein 5 in blood serum	OBA_2043612	serum protein amount (OBA_2050071)
level of SWI/SNF complex subunit SMARCC1 (human) in cerebrospinal fluid	OBA_2080215	protein amount (OBA_VT0010120)
level of SWI/SNF complex subunit SMARCC1 in blood serum	OBA_2043553	serum protein amount (OBA_2050071)
level of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (human) in cerebrospinal fluid	OBA_2081398	protein amount (OBA_VT0010120)
level of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related in blood serum	OBA_2041886	serum protein amount (OBA_2050071)
level of Schlafen-like protein 1 (human) in cerebrospinal fluid	OBA_2059096	protein amount (OBA_VT0010120)
level of Schlafen-like protein 1 in blood serum	OBA_2043543	serum protein amount (OBA_2050071)
level of Sec1 family domain-containing protein 1 (human) in cerebrospinal fluid	OBA_2080080	protein amount (OBA_VT0010120)
level of Sec1 family domain-containing protein 1 in blood serum	OBA_2043394	serum protein amount (OBA_2050071)
level of Ser-Leu in blood	OBA_2050367	blood metabolite level (OBA_2050078)
level of Set1/Ash2 histone methyltransferase complex subunit ASH2 (human) in cerebrospinal fluid	OBA_2081438	protein amount (OBA_VT0010120)
level of Set1/Ash2 histone methyltransferase complex subunit ASH2 in blood serum	OBA_2040699	serum protein amount (OBA_2050071)
level of Sin3 histone deacetylase corepressor complex component SDS3 (human) in cerebrospinal fluid	OBA_2081015	protein amount (OBA_VT0010120)
level of Sphingofungin B in blood serum	OBA_2045049	fatty acid amount (OBA_VT0010046)
level of Src kinase-associated phosphoprotein 1 in blood	OBA_2051733	blood protein amount (OBA_VT0005416)
level of Src kinase-associated phosphoprotein 2 in blood	OBA_2051734	blood protein amount (OBA_VT0005416)
level of Src-like-adapter 2 in blood	OBA_2051736	blood protein amount (OBA_VT0005416)
level of StAR-related lipid transfer protein 5 (human) in cerebrospinal fluid	OBA_2081242	protein amount (OBA_VT0010120)
level of StAR-related lipid transfer protein 5 in blood serum	OBA_2043693	serum protein amount (OBA_2050071)
level of StAR-related lipid transfer protein 7, mitochondrial (human) in cerebrospinal fluid	OBA_2081188	protein amount (OBA_VT0010120)
level of StAR-related lipid transfer protein 7, mitochondrial in blood serum	OBA_2043694	serum protein amount (OBA_2050071)
level of T cell immunoreceptor with Ig and ITIM domains in blood	OBA_2050957	blood protein amount (OBA_VT0005416)
level of T cell immunoreceptor with Ig and ITIM domains in blood serum	OBA_2043850	serum protein amount (OBA_2050071)
level of T cell immunoreceptor with Ig and ITIM domains in blood serum	OBA_2043850	level of T cell immunoreceptor with Ig and ITIM domains in blood (OBA_2050957)
level of T-box brain protein 1 in blood	OBA_2051780	blood protein amount (OBA_VT0005416)
level of T-box transcription factor TBX22 (human) in cerebrospinal fluid	OBA_2081798	protein amount (OBA_VT0010120)
level of T-box transcription factor TBX22 in blood serum	OBA_2043796	serum protein amount (OBA_2050071)
level of T-box transcription factor TBX3 (human) in cerebrospinal fluid	OBA_2056056	protein amount (OBA_VT0010120)
level of T-box transcription factor TBX3 in blood serum	OBA_2043797	serum protein amount (OBA_2050071)
level of T-box transcription factor TBX5 (human) in cerebrospinal fluid	OBA_2080595	protein amount (OBA_VT0010120)
level of T-box transcription factor TBX5 in blood serum	OBA_2043798	serum protein amount (OBA_2050071)
level of T-cell antigen CD7 (human) in cerebrospinal fluid	OBA_2056947	protein amount (OBA_VT0010120)
level of T-cell differentiation antigen CD6 (human) in cerebrospinal fluid	OBA_2057611	protein amount (OBA_VT0010120)
level of T-cell differentiation antigen CD6 in blood	OBA_2051086	blood protein amount (OBA_VT0005416)
level of T-cell differentiation antigen CD6 in blood plasma	OBA_2050336	level of T-cell differentiation antigen CD6 in blood (OBA_2051086)
level of T-cell immunoglobulin and mucin domain-containing protein 4 (human) in cerebrospinal fluid	OBA_2080406	protein amount (OBA_VT0010120)
level of T-cell immunoglobulin and mucin domain-containing protein 4 in blood	OBA_2051792	blood protein amount (OBA_VT0005416)
level of T-cell immunoreceptor with Ig and ITIM domains (human) in cerebrospinal fluid	OBA_2059091	protein amount (OBA_VT0010120)
level of T-cell leukemia/lymphoma protein 1A (human) in cerebrospinal fluid	OBA_2058194	protein amount (OBA_VT0010120)
level of T-cell leukemia/lymphoma protein 1A in blood	OBA_2050948	blood protein amount (OBA_VT0005416)
level of T-cell leukemia/lymphoma protein 1A in blood serum	OBA_2043813	serum protein amount (OBA_2050071)
level of T-cell leukemia/lymphoma protein 1A in blood serum	OBA_2043813	level of T-cell leukemia/lymphoma protein 1A in blood (OBA_2050948)
level of T-cell leukemia/lymphoma protein 1B (human) in cerebrospinal fluid	OBA_2056567	protein amount (OBA_VT0010120)
level of T-cell leukemia/lymphoma protein 1B in blood	OBA_2050949	blood protein amount (OBA_VT0005416)
level of T-cell leukemia/lymphoma protein 1B in blood serum	OBA_2043814	serum protein amount (OBA_2050071)
level of T-cell leukemia/lymphoma protein 1B in blood serum	OBA_2043814	level of T-cell leukemia/lymphoma protein 1B in blood (OBA_2050949)
level of T-cell receptor-associated transmembrane adapter 1 (human) in cerebrospinal fluid	OBA_2059355	protein amount (OBA_VT0010120)
level of T-cell receptor-associated transmembrane adapter 1 in blood serum	OBA_2043924	serum protein amount (OBA_2050071)
level of T-cell surface antigen CD2 (human) in cerebrospinal fluid	OBA_2056812	protein amount (OBA_VT0010120)
level of T-cell surface glycoprotein CD1a (human) in cerebrospinal fluid	OBA_2056795	protein amount (OBA_VT0010120)
level of T-cell surface glycoprotein CD1a in blood serum	OBA_2040367	serum protein amount (OBA_2050071)
level of T-cell surface glycoprotein CD1b (human) in cerebrospinal fluid	OBA_2057567	protein amount (OBA_VT0010120)
level of T-cell surface glycoprotein CD1c in blood serum	OBA_2044936	serum protein amount (OBA_2050071)
level of T-cell surface glycoprotein CD3 (human) in cerebrospinal fluid	OBA_2057373	protein amount (OBA_VT0010120)
level of T-cell surface glycoprotein CD3 epsilon chain (human) in cerebrospinal fluid	OBA_2056857	protein amount (OBA_VT0010120)
level of T-cell surface glycoprotein CD3 gamma chain (human) in cerebrospinal fluid	OBA_2056958	protein amount (OBA_VT0010120)
level of T-cell surface glycoprotein CD3 in blood serum	OBA_2040232	serum protein amount (OBA_2050071)
level of T-cell surface glycoprotein CD4 (human) in cerebrospinal fluid	OBA_2056662	CD4 molecule amount (OBA_2050211)
level of T-cell surface glycoprotein CD5 (human) in cerebrospinal fluid	OBA_2056796	protein amount (OBA_VT0010120)
